path,x1,y1,x2,y2
4150 flat tile round 2x2 347R.png,113,130,285,271
4150 flat tile round 2x2 247L.png,109,115,291,289
4150 flat tile round 2x2 156L.png,109,156,289,245
4150 flat tile round 2x2 227L.png,112,133,284,274
4150 flat tile round 2x2 023L.png,110,108,290,290
4150 flat tile round 2x2 021L.png,109,131,292,276
4150 flat tile round 2x2 283R.png,115,182,284,218
4150 flat tile round 2x2 172L.png,109,118,290,280
4150 flat tile round 2x2 072L.png,124,121,274,281
4150 flat tile round 2x2 240L.png,141,114,261,288
4150 flat tile round 2x2 213L.png,109,123,290,279
4150 flat tile round 2x2 330L.png,109,114,290,290
4150 flat tile round 2x2 074L.png,110,175,291,226
4150 flat tile round 2x2 309L.png,124,114,274,284
4150 flat tile round 2x2 200R.png,113,136,283,259
4150 flat tile round 2x2 085L.png,112,142,286,262
4150 flat tile round 2x2 233R.png,117,127,284,274
4150 flat tile round 2x2 144R.png,167,114,233,285
4150 flat tile round 2x2 290L.png,109,148,288,252
4150 flat tile round 2x2 379R.png,115,164,286,236
4150 flat tile round 2x2 356L.png,109,149,290,250
4150 flat tile round 2x2 320R.png,119,114,284,284
4150 flat tile round 2x2 323R.png,115,116,286,286
4150 flat tile round 2x2 117L.png,122,125,275,271
4150 flat tile round 2x2 293L.png,134,110,266,291
4150 flat tile round 2x2 219R.png,114,165,286,235
4150 flat tile round 2x2 192L.png,110,110,292,292
4150 flat tile round 2x2 035R.png,133,126,272,270
4150 flat tile round 2x2 390L.png,112,156,291,245
4150 flat tile round 2x2 092R.png,115,135,280,270
4150 flat tile round 2x2 175L.png,120,122,278,276
4150 flat tile round 2x2 391L.png,130,108,277,290
4150 flat tile round 2x2 230L.png,113,139,291,256
4150 flat tile round 2x2 177L.png,129,116,276,280
4150 flat tile round 2x2 364R.png,137,116,270,281
4150 flat tile round 2x2 121L.png,114,124,289,274
4150 flat tile round 2x2 031L.png,116,128,282,275
4150 flat tile round 2x2 286R.png,115,164,286,239
4150 flat tile round 2x2 317R.png,117,120,282,278
4150 flat tile round 2x2 252R.png,123,114,278,285
4150 flat tile round 2x2 310L.png,111,159,291,243
4150 flat tile round 2x2 278R.png,161,115,239,286
4150 flat tile round 2x2 089R.png,120,117,275,285
4150 flat tile round 2x2 178L.png,114,129,283,265
4150 flat tile round 2x2 203R.png,114,117,284,279
4150 flat tile round 2x2 089L.png,127,111,272,290
4150 flat tile round 2x2 244L.png,126,111,272,287
4150 flat tile round 2x2 173L.png,109,121,289,284
4150 flat tile round 2x2 222L.png,131,110,276,291
4150 flat tile round 2x2 147R.png,117,114,285,286
4150 flat tile round 2x2 131L.png,129,114,266,282
4150 flat tile round 2x2 019R.png,115,135,284,267
4150 flat tile round 2x2 136R.png,118,127,284,278
4150 flat tile round 2x2 037L.png,110,135,289,264
4150 flat tile round 2x2 186L.png,152,109,249,290
4150 flat tile round 2x2 139R.png,123,124,278,278
4150 flat tile round 2x2 266L.png,125,111,281,291
4150 flat tile round 2x2 301L.png,151,109,249,289
4150 flat tile round 2x2 338L.png,160,109,241,290
4150 flat tile round 2x2 119L.png,172,110,226,290
4150 flat tile round 2x2 347L.png,128,127,276,277
4150 flat tile round 2x2 305R.png,114,131,285,267
4150 flat tile round 2x2 342L.png,110,111,292,292
3794 Plate 1X2 with 1 Knob 088L.png,111,141,296,275
3794 Plate 1X2 with 1 Knob 177R.png,143,107,267,296
3794 Plate 1X2 with 1 Knob 083L.png,137,141,251,244
3794 Plate 1X2 with 1 Knob 318L.png,113,132,276,277
3794 Plate 1X2 with 1 Knob 125L.png,120,157,279,263
3794 Plate 1X2 with 1 Knob 102L.png,155,97,258,298
3794 Plate 1X2 with 1 Knob 051L.png,132,127,276,258
3794 Plate 1X2 with 1 Knob 039L.png,106,171,296,231
3794 Plate 1X2 with 1 Knob 068R.png,131,132,286,274
3794 Plate 1X2 with 1 Knob 137R.png,150,139,261,245
3794 Plate 1X2 with 1 Knob 311L.png,104,121,304,292
3794 Plate 1X2 with 1 Knob 385R.png,108,133,279,267
3794 Plate 1X2 with 1 Knob 229R.png,146,159,265,257
3794 Plate 1X2 with 1 Knob 106R.png,117,146,289,236
3794 Plate 1X2 with 1 Knob 121R.png,116,121,293,267
3794 Plate 1X2 with 1 Knob 245R.png,133,111,283,275
3794 Plate 1X2 with 1 Knob 198R.png,116,138,292,247
3794 Plate 1X2 with 1 Knob 049R.png,138,109,253,291
3794 Plate 1X2 with 1 Knob 264R.png,128,116,283,279
3794 Plate 1X2 with 1 Knob 112R.png,109,129,286,257
3794 Plate 1X2 with 1 Knob 002L.png,121,119,264,293
3794 Plate 1X2 with 1 Knob 017R.png,112,162,295,254
3794 Plate 1X2 with 1 Knob 005R.png,122,104,267,285
3794 Plate 1X2 with 1 Knob 060L.png,137,146,264,269
3794 Plate 1X2 with 1 Knob 355R.png,168,119,250,280
3794 Plate 1X2 with 1 Knob 253R.png,139,109,256,291
3794 Plate 1X2 with 1 Knob 251R.png,109,121,289,262
3794 Plate 1X2 with 1 Knob 246R.png,112,124,278,264
3794 Plate 1X2 with 1 Knob 035R.png,104,165,288,245
3794 Plate 1X2 with 1 Knob 364R.png,116,148,291,263
3794 Plate 1X2 with 1 Knob 094R.png,113,160,292,259
3794 Plate 1X2 with 1 Knob 310L.png,105,150,300,235
3794 Plate 1X2 with 1 Knob 340R.png,150,108,247,283
3794 Plate 1X2 with 1 Knob 170R.png,123,139,276,279
3794 Plate 1X2 with 1 Knob 380L.png,114,147,299,240
3794 Plate 1X2 with 1 Knob 235L.png,111,147,301,267
3794 Plate 1X2 with 1 Knob 191R.png,110,165,293,241
3794 Plate 1X2 with 1 Knob 239L.png,127,113,280,272
3794 Plate 1X2 with 1 Knob 382L.png,112,136,280,245
3794 Plate 1X2 with 1 Knob 339L.png,100,111,298,272
3794 Plate 1X2 with 1 Knob 183R.png,104,153,287,257
3794 Plate 1X2 with 1 Knob 049L.png,162,102,250,295
3794 Plate 1X2 with 1 Knob 384L.png,114,142,298,255
3794 Plate 1X2 with 1 Knob 043L.png,132,101,255,300
3794 Plate 1X2 with 1 Knob 265R.png,104,126,286,279
3794 Plate 1X2 with 1 Knob 105R.png,167,123,245,286
3794 Plate 1X2 with 1 Knob 273L.png,107,122,285,288
3794 Plate 1X2 with 1 Knob 145R.png,104,153,294,261
3794 Plate 1X2 with 1 Knob 316R.png,117,130,274,255
3794 Plate 1X2 with 1 Knob 093L.png,106,121,278,294
3794 Plate 1X2 with 1 Knob 055R.png,111,150,296,235
3794 Plate 1X2 with 1 Knob 119R.png,113,108,278,294
3794 Plate 1X2 with 1 Knob 035L.png,101,162,294,247
3794 Plate 1X2 with 1 Knob 368R.png,110,169,284,236
3794 Plate 1X2 with 1 Knob 383L.png,116,101,293,298
3794 Plate 1X2 with 1 Knob 136R.png,103,156,287,259
3794 Plate 1X2 with 1 Knob 001L.png,139,97,269,298
3794 Plate 1X2 with 1 Knob 044R.png,109,158,295,235
3794 Plate 1X2 with 1 Knob 383R.png,160,105,255,293
3794 Plate 1X2 with 1 Knob 315L.png,110,130,296,280
3794 Plate 1X2 with 1 Knob 333L.png,97,166,300,245
3794 Plate 1X2 with 1 Knob 318R.png,113,137,270,273
3794 Plate 1X2 with 1 Knob 215L.png,145,129,270,264
3794 Plate 1X2 with 1 Knob 158R.png,118,168,280,228
3794 Plate 1X2 with 1 Knob 282R.png,138,110,269,294
3794 Plate 1X2 with 1 Knob 371L.png,106,153,302,236
3794 Plate 1X2 with 1 Knob 314L.png,122,110,262,278
3794 Plate 1X2 with 1 Knob 208R.png,127,105,277,296
3794 Plate 1X2 with 1 Knob 349R.png,108,155,293,231
3794 Plate 1X2 with 1 Knob 279L.png,102,166,293,250
3794 Plate 1X2 with 1 Knob 031R.png,122,126,286,268
3794 Plate 1X2 with 1 Knob 224L.png,97,117,299,277
3794 Plate 1X2 with 1 Knob 221L.png,103,112,288,294
3794 Plate 1X2 with 1 Knob 171L.png,148,149,273,253
3794 Plate 1X2 with 1 Knob 388L.png,101,151,298,237
3794 Plate 1X2 with 1 Knob 130L.png,143,143,270,278
3794 Plate 1X2 with 1 Knob 393R.png,106,131,294,269
3794 Plate 1X2 with 1 Knob 353L.png,124,149,288,238
3794 Plate 1X2 with 1 Knob 170L.png,104,134,285,282
3794 Plate 1X2 with 1 Knob 312R.png,114,122,296,279
3794 Plate 1X2 with 1 Knob 144R.png,162,109,230,291
3794 Plate 1X2 with 1 Knob 041L.png,110,143,300,260
3794 Plate 1X2 with 1 Knob 382R.png,103,140,294,243
3794 Plate 1X2 with 1 Knob 398R.png,149,118,253,271
3794 Plate 1X2 with 1 Knob 059R.png,136,119,266,270
3794 Plate 1X2 with 1 Knob 396L.png,135,107,245,288
3794 Plate 1X2 with 1 Knob 260L.png,109,148,279,267
3794 Plate 1X2 with 1 Knob 245L.png,142,105,251,280
3794 Plate 1X2 with 1 Knob 335R.png,142,118,271,291
3794 Plate 1X2 with 1 Knob 320R.png,138,108,267,294
3794 Plate 1X2 with 1 Knob 340L.png,134,105,251,289
3794 Plate 1X2 with 1 Knob 161L.png,100,146,291,272
3794 Plate 1X2 with 1 Knob 139R.png,124,165,280,250
3794 Plate 1X2 with 1 Knob 043R.png,137,106,249,293
3794 Plate 1X2 with 1 Knob 064R.png,107,165,295,231
3794 Plate 1X2 with 1 Knob 326R.png,107,153,298,234
3794 Plate 1X2 with 1 Knob 282L.png,146,104,237,299
3794 Plate 1X2 with 1 Knob 205R.png,110,137,294,273
3794 Plate 1X2 with 1 Knob 289L.png,133,120,276,296
3794 Plate 1X2 with 1 Knob 176L.png,104,142,296,242
3794 Plate 1X2 with 1 Knob 168R.png,107,127,281,258
3794 Plate 1X2 with 1 Knob 026L.png,115,152,273,249
3794 Plate 1X2 with 1 Knob 356L.png,103,98,286,292
3794 Plate 1X2 with 1 Knob 030L.png,117,123,269,292
3794 Plate 1X2 with 1 Knob 321L.png,126,113,286,271
3794 Plate 1X2 with 1 Knob 231R.png,150,106,236,297
3794 Plate 1X2 with 1 Knob 249R.png,102,133,293,252
3794 Plate 1X2 with 1 Knob 186L.png,100,158,296,257
3794 Plate 1X2 with 1 Knob 122R.png,127,120,283,272
3794 Plate 1X2 with 1 Knob 013R.png,132,147,251,242
3794 Plate 1X2 with 1 Knob 038L.png,146,99,235,294
3794 Plate 1X2 with 1 Knob 134L.png,122,125,293,272
3794 Plate 1X2 with 1 Knob 276L.png,159,105,264,295
3794 Plate 1X2 with 1 Knob 003R.png,120,144,292,274
3794 Plate 1X2 with 1 Knob 286L.png,104,139,298,245
3794 Plate 1X2 with 1 Knob 162L.png,102,142,296,268
3794 Plate 1X2 with 1 Knob 286R.png,108,142,282,242
3794 Plate 1X2 with 1 Knob 342L.png,109,140,284,278
3794 Plate 1X2 with 1 Knob 057L.png,102,133,302,247
3794 Plate 1X2 with 1 Knob 198L.png,112,133,299,249
3794 Plate 1X2 with 1 Knob 283R.png,103,143,290,237
3794 Plate 1X2 with 1 Knob 368L.png,100,167,299,238
3794 Plate 1X2 with 1 Knob 212L.png,111,104,288,302
3794 Plate 1X2 with 1 Knob 138R.png,109,143,280,272
3794 Plate 1X2 with 1 Knob 012L.png,98,163,298,245
3794 Plate 1X2 with 1 Knob 373L.png,130,119,286,293
3794 Plate 1X2 with 1 Knob 139L.png,103,163,303,254
3794 Plate 1X2 with 1 Knob 077L.png,136,130,244,264
3794 Plate 1X2 with 1 Knob 241L.png,135,161,264,233
3794 Plate 1X2 with 1 Knob 149R.png,105,122,296,268
3794 Plate 1X2 with 1 Knob 350L.png,123,143,293,251
3794 Plate 1X2 with 1 Knob 322R.png,112,170,292,236
3794 Plate 1X2 with 1 Knob 189L.png,116,142,290,272
3794 Plate 1X2 with 1 Knob 387L.png,127,135,290,274
3794 Plate 1X2 with 1 Knob 126R.png,125,136,257,274
3794 Plate 1X2 with 1 Knob 065L.png,107,132,288,248
3794 Plate 1X2 with 1 Knob 363L.png,110,118,280,278
3794 Plate 1X2 with 1 Knob 082L.png,163,115,255,277
3794 Plate 1X2 with 1 Knob 290L.png,142,146,275,271
3794 Plate 1X2 with 1 Knob 110R.png,107,165,295,231
3794 Plate 1X2 with 1 Knob 010R.png,150,102,232,293
3794 Plate 1X2 with 1 Knob 315R.png,114,135,273,278
3794 Plate 1X2 with 1 Knob 127L.png,108,133,301,249
3794 Plate 1X2 with 1 Knob 396R.png,109,110,292,281
3794 Plate 1X2 with 1 Knob 345L.png,132,155,264,266
3794 Plate 1X2 with 1 Knob 266L.png,131,137,287,264
3794 Plate 1X2 with 1 Knob 272L.png,142,125,273,291
3794 Plate 1X2 with 1 Knob 367L.png,110,146,277,255
3794 Plate 1X2 with 1 Knob 281R.png,148,120,266,292
3794 Plate 1X2 with 1 Knob 219R.png,118,113,282,271
3794 Plate 1X2 with 1 Knob 069R.png,110,146,289,238
3794 Plate 1X2 with 1 Knob 375R.png,121,110,282,281
3794 Plate 1X2 with 1 Knob 146R.png,154,119,263,268
3794 Plate 1X2 with 1 Knob 072R.png,137,107,242,297
3794 Plate 1X2 with 1 Knob 358R.png,116,137,270,267
3794 Plate 1X2 with 1 Knob 394R.png,140,116,272,279
3794 Plate 1X2 with 1 Knob 356R.png,163,104,250,287
3794 Plate 1X2 with 1 Knob 019L.png,107,146,300,241
3794 Plate 1X2 with 1 Knob 157L.png,101,123,288,259
3794 Plate 1X2 with 1 Knob 116L.png,113,111,283,301
3794 Plate 1X2 with 1 Knob 390R.png,118,104,291,290
3794 Plate 1X2 with 1 Knob 304L.png,140,102,269,298
3794 Plate 1X2 with 1 Knob 128L.png,107,169,297,236
3794 Plate 1X2 with 1 Knob 378L.png,165,100,257,299
3794 Plate 1X2 with 1 Knob 380R.png,115,151,292,239
3794 Plate 1X2 with 1 Knob 247L.png,110,104,273,291
3794 Plate 1X2 with 1 Knob 002R.png,109,124,284,288
3794 Plate 1X2 with 1 Knob 034L.png,147,148,273,253
3794 Plate 1X2 with 1 Knob 224R.png,134,123,247,273
3794 Plate 1X2 with 1 Knob 250R.png,114,127,283,253
3794 Plate 1X2 with 1 Knob 120L.png,125,143,292,251
3794 Plate 1X2 with 1 Knob 168L.png,111,124,289,263
3794 Plate 1X2 with 1 Knob 040L.png,102,129,302,267
3794 Plate 1X2 with 1 Knob 273R.png,122,128,261,284
3794 Plate 1X2 with 1 Knob 209L.png,129,167,264,242
3794 Plate 1X2 with 1 Knob 386L.png,118,116,292,280
3794 Plate 1X2 with 1 Knob 085R.png,105,146,283,238
3794 Plate 1X2 with 1 Knob 189R.png,105,147,284,270
3794 Plate 1X2 with 1 Knob 046L.png,120,150,295,255
3794 Plate 1X2 with 1 Knob 241R.png,106,163,290,231
3794 Plate 1X2 with 1 Knob 153R.png,102,119,290,278
3794 Plate 1X2 with 1 Knob 021R.png,170,111,239,289
3794 Plate 1X2 with 1 Knob 071R.png,136,116,245,289
3794 Plate 1X2 with 1 Knob 047L.png,98,138,296,243
3794 Plate 1X2 with 1 Knob 290R.png,117,147,291,266
3794 Plate 1X2 with 1 Knob 217R.png,108,144,297,241
3794 Plate 1X2 with 1 Knob 377R.png,144,119,259,290
3794 Plate 1X2 with 1 Knob 129R.png,118,119,271,291
3794 Plate 1X2 with 1 Knob 018L.png,118,135,295,277
3794 Plate 1X2 with 1 Knob 113L.png,106,116,285,287
3794 Plate 1X2 with 1 Knob 008R.png,141,107,245,286
3794 Plate 1X2 with 1 Knob 227R.png,107,150,281,242
3794 Plate 1X2 with 1 Knob 236L.png,156,102,265,303
3794 Plate 1X2 with 1 Knob 196L.png,117,116,296,294
3794 Plate 1X2 with 1 Knob 039R.png,109,173,289,229
3794 Plate 1X2 with 1 Knob 222L.png,156,99,256,295
3794 Plate 1X2 with 1 Knob 254R.png,166,117,252,287
3794 Plate 1X2 with 1 Knob 115R.png,108,152,293,236
3794 Plate 1X2 with 1 Knob 185L.png,100,113,292,299
3794 Plate 1X2 with 1 Knob 321R.png,111,119,292,269
3794 Plate 1X2 with 1 Knob 271R.png,113,120,275,267
3794 Plate 1X2 with 1 Knob 144L.png,144,105,258,298
3794 Plate 1X2 with 1 Knob 042R.png,120,141,290,271
3794 Plate 1X2 with 1 Knob 354L.png,164,119,247,291
3794 Plate 1X2 with 1 Knob 211R.png,106,132,285,252
3794 Plate 1X2 with 1 Knob 132L.png,147,141,265,243
3794 Plate 1X2 with 1 Knob 294R.png,104,137,295,246
3794 Plate 1X2 with 1 Knob 196R.png,140,120,272,289
3794 Plate 1X2 with 1 Knob 131L.png,136,130,282,274
3794 Plate 1X2 with 1 Knob 372R.png,125,164,286,252
3794 Plate 1X2 with 1 Knob 333R.png,116,168,279,243
3794 Plate 1X2 with 1 Knob 115L.png,124,147,262,238
3794 Plate 1X2 with 1 Knob 342R.png,116,144,290,275
3794 Plate 1X2 with 1 Knob 319L.png,104,160,287,255
3794 Plate 1X2 with 1 Knob 105L.png,100,117,300,289
3794 Plate 1X2 with 1 Knob 125R.png,109,160,298,260
3794 Plate 1X2 with 1 Knob 092L.png,125,123,283,286
3794 Plate 1X2 with 1 Knob 001R.png,139,104,245,293
3794 Plate 1X2 with 1 Knob 301R.png,152,138,267,263
3794 Plate 1X2 with 1 Knob 247R.png,133,108,282,284
3794 Plate 1X2 with 1 Knob 159L.png,140,102,243,288
3794 Plate 1X2 with 1 Knob 389L.png,115,123,294,288
3794 Plate 1X2 with 1 Knob 218L.png,138,141,248,265
3794 Plate 1X2 with 1 Knob 310R.png,111,153,292,233
3794 Plate 1X2 with 1 Knob 298R.png,111,109,280,294
3794 Plate 1X2 with 1 Knob 352R.png,120,133,268,280
3794 Plate 1X2 with 1 Knob 374R.png,120,123,292,261
3794 Plate 1X2 with 1 Knob 302R.png,104,153,293,234
3794 Plate 1X2 with 1 Knob 193L.png,115,123,271,289
3794 Plate 1X2 with 1 Knob 140L.png,132,109,287,301
3794 Plate 1X2 with 1 Knob 068L.png,109,125,275,276
3794 Plate 1X2 with 1 Knob 348L.png,128,146,251,256
3794 Plate 1X2 with 1 Knob 130R.png,118,144,289,271
3794 Plate 1X2 with 1 Knob 284R.png,136,113,277,273
3794 Plate 1X2 with 1 Knob 160R.png,105,151,294,234
3794 Plate 1X2 with 1 Knob 338L.png,116,99,273,291
3794 Plate 1X2 with 1 Knob 077R.png,106,132,294,258
3794 Plate 1X2 with 1 Knob 397R.png,109,109,291,286
3794 Plate 1X2 with 1 Knob 289R.png,133,123,278,289
3794 Plate 1X2 with 1 Knob 329R.png,165,103,252,294
3794 Plate 1X2 with 1 Knob 230L.png,139,104,278,285
3794 Plate 1X2 with 1 Knob 098L.png,147,152,234,254
3794 Plate 1X2 with 1 Knob 218R.png,109,145,284,262
3794 Plate 1X2 with 1 Knob 154R.png,147,117,239,279
3794 Plate 1X2 with 1 Knob 365L.png,100,135,294,245
3794 Plate 1X2 with 1 Knob 004R.png,152,123,263,269
3794 Plate 1X2 with 1 Knob 188L.png,102,147,303,234
3794 Plate 1X2 with 1 Knob 237L.png,108,154,297,234
3794 Plate 1X2 with 1 Knob 344R.png,157,129,252,283
3794 Plate 1X2 with 1 Knob 341R.png,113,158,284,262
3794 Plate 1X2 with 1 Knob 004L.png,106,119,303,274
3794 Plate 1X2 with 1 Knob 195L.png,138,104,262,299
3794 Plate 1X2 with 1 Knob 335L.png,115,115,276,298
3794 Plate 1X2 with 1 Knob 284L.png,109,110,276,279
3794 Plate 1X2 with 1 Knob 316L.png,109,127,300,259
3794 Plate 1X2 with 1 Knob 372L.png,97,162,297,254
3794 Plate 1X2 with 1 Knob 324R.png,141,105,260,291
3794 Plate 1X2 with 1 Knob 244L.png,116,140,273,244
3794 Plate 1X2 with 1 Knob 351R.png,167,105,250,289
3794 Plate 1X2 with 1 Knob 250L.png,102,124,288,257
3794 Plate 1X2 with 1 Knob 074R.png,125,157,289,250
3794 Plate 1X2 with 1 Knob 000R.png,129,142,282,254
3794 Plate 1X2 with 1 Knob 060R.png,109,151,284,267
3794 Plate 1X2 with 1 Knob 192R.png,158,116,255,273
3794 Plate 1X2 with 1 Knob 202R.png,110,125,278,260
3794 Plate 1X2 with 1 Knob 065R.png,112,135,292,245
3794 Plate 1X2 with 1 Knob 062L.png,100,117,289,265
3794 Plate 1X2 with 1 Knob 165R.png,103,159,294,231
3794 Plate 1X2 with 1 Knob 114L.png,99,129,298,275
3794 Plate 1X2 with 1 Knob 257R.png,105,135,285,251
3794 Plate 1X2 with 1 Knob 078L.png,114,132,296,251
3794 Plate 1X2 with 1 Knob 297R.png,124,155,286,248
3794 Plate 1X2 with 1 Knob 238L.png,115,144,297,252
3794 Plate 1X2 with 1 Knob 311R.png,160,123,256,285
3794 Plate 1X2 with 1 Knob 117L.png,165,106,253,302
3794 Plate 1X2 with 1 Knob 181L.png,164,110,253,297
3794 Plate 1X2 with 1 Knob 190L.png,101,163,295,248
3794 Plate 1X2 with 1 Knob 106L.png,103,141,300,237
3794 Plate 1X2 with 1 Knob 317L.png,106,124,301,287
3794 Plate 1X2 with 1 Knob 238R.png,146,146,267,249
3794 Plate 1X2 with 1 Knob 331R.png,124,153,287,260
3794 Plate 1X2 with 1 Knob 073R.png,115,129,274,253
3794 Plate 1X2 with 1 Knob 264L.png,125,111,292,283
3794 Plate 1X2 with 1 Knob 142L.png,107,131,285,283
3794 Plate 1X2 with 1 Knob 243L.png,127,118,279,270
3794 Plate 1X2 with 1 Knob 187L.png,134,105,280,289
3794 Plate 1X2 with 1 Knob 152R.png,120,104,275,294
3794 Plate 1X2 with 1 Knob 028R.png,104,125,293,265
3794 Plate 1X2 with 1 Knob 011L.png,121,104,285,302
3794 Plate 1X2 with 1 Knob 095R.png,119,160,263,252
3794 Plate 1X2 with 1 Knob 379L.png,118,131,294,263
3794 Plate 1X2 with 1 Knob 359L.png,161,130,251,261
3794 Plate 1X2 with 1 Knob 334R.png,109,150,293,232
3794 Plate 1X2 with 1 Knob 243R.png,110,121,278,264
3794 Plate 1X2 with 1 Knob 123L.png,100,123,299,268
3794 Plate 1X2 with 1 Knob 330R.png,129,121,285,266
3794 Plate 1X2 with 1 Knob 204L.png,107,127,284,262
3794 Plate 1X2 with 1 Knob 228R.png,113,138,270,257
3794 Plate 1X2 with 1 Knob 381L.png,123,143,276,271
3794 Plate 1X2 with 1 Knob 136L.png,106,153,284,263
3794 Plate 1X2 with 1 Knob 216R.png,157,103,261,290
3794 Plate 1X2 with 1 Knob 085L.png,102,143,290,240
3794 Plate 1X2 with 1 Knob 376R.png,152,107,254,285
3794 Plate 1X2 with 1 Knob 151R.png,121,119,290,271
3794 Plate 1X2 with 1 Knob 050R.png,128,132,281,273
3794 Plate 1X2 with 1 Knob 131R.png,115,134,292,271
3794 Plate 1X2 with 1 Knob 118L.png,116,127,279,284
3794 Plate 1X2 with 1 Knob 127R.png,117,137,291,247
3794 Plate 1X2 with 1 Knob 385L.png,123,129,264,271
3794 Plate 1X2 with 1 Knob 096L.png,106,137,301,247
3794 Plate 1X2 with 1 Knob 022L.png,141,98,244,295
3794 Plate 1X2 with 1 Knob 254L.png,101,114,300,293
3794 Plate 1X2 with 1 Knob 069L.png,156,144,256,241
3794 Plate 1X2 with 1 Knob 270R.png,120,124,261,273
3794 Plate 1X2 with 1 Knob 111R.png,121,106,285,286
3794 Plate 1X2 with 1 Knob 293R.png,160,112,257,296
3794 Plate 1X2 with 1 Knob 062R.png,158,121,252,261
3794 Plate 1X2 with 1 Knob 047R.png,115,140,281,240
3794 Plate 1X2 with 1 Knob 306L.png,98,136,293,250
3794 Plate 1X2 with 1 Knob 358L.png,113,133,276,271
3794 Plate 1X2 with 1 Knob 300L.png,102,108,285,283
3794 Plate 1X2 with 1 Knob 155L.png,106,154,298,267
3794 Plate 1X2 with 1 Knob 280R.png,108,121,291,262
3794 Plate 1X2 with 1 Knob 156R.png,132,151,280,246
3794 Plate 1X2 with 1 Knob 388R.png,140,152,271,235
3794 Plate 1X2 with 1 Knob 204R.png,123,130,259,257
3794 Plate 1X2 with 1 Knob 179R.png,113,122,294,288
3794 Plate 1X2 with 1 Knob 292L.png,144,124,245,288
3794 Plate 1X2 with 1 Knob 157R.png,115,126,279,255
3794 Plate 1X2 with 1 Knob 240R.png,116,145,294,272
3794 Plate 1X2 with 1 Knob 276R.png,113,111,292,291
3794 Plate 1X2 with 1 Knob 067R.png,110,126,292,261
3794 Plate 1X2 with 1 Knob 112L.png,146,126,263,262
3794 Plate 1X2 with 1 Knob 331L.png,110,150,302,264
3794 Plate 1X2 with 1 Knob 197R.png,105,125,297,280
3794 Plate 1X2 with 1 Knob 256L.png,151,100,268,298
3794 Plate 1X2 with 1 Knob 184L.png,136,118,280,296
3794 Plate 1X2 with 1 Knob 306R.png,129,142,286,249
3794 Plate 1X2 with 1 Knob 159R.png,109,108,291,283
3794 Plate 1X2 with 1 Knob 324L.png,153,99,233,295
3794 Plate 1X2 with 1 Knob 073L.png,101,126,289,257
3794 Plate 1X2 with 1 Knob 133L.png,99,150,298,269
3794 Plate 1X2 with 1 Knob 395R.png,104,149,294,265
3794 Plate 1X2 with 1 Knob 206L.png,129,139,288,261
3794 Plate 1X2 with 1 Knob 279R.png,108,168,290,249
3794 Plate 1X2 with 1 Knob 256R.png,144,105,266,293
3794 Plate 1X2 with 1 Knob 033R.png,104,149,286,237
3794 Plate 1X2 with 1 Knob 249L.png,119,129,270,255
3794 Plate 1X2 with 1 Knob 174L.png,109,143,285,268
3794 Plate 1X2 with 1 Knob 275L.png,163,109,252,294
3794 Plate 1X2 with 1 Knob 070L.png,139,102,276,294
3794 Plate 1X2 with 1 Knob 337R.png,117,103,284,291
3794 Plate 1X2 with 1 Knob 214L.png,138,112,259,297
3794 Plate 1X2 with 1 Knob 381R.png,106,148,285,269
3794 Plate 1X2 with 1 Knob 128R.png,108,171,290,233
3794 Plate 1X2 with 1 Knob 332L.png,111,154,296,233
3794 Plate 1X2 with 1 Knob 113R.png,120,121,261,282
3794 Plate 1X2 with 1 Knob 298L.png,148,102,267,298
3794 Plate 1X2 with 1 Knob 307R.png,108,129,280,282
3794 Plate 1X2 with 1 Knob 370R.png,170,127,238,279
3794 Plate 1X2 with 1 Knob 053L.png,138,98,247,291
3794 Plate 1X2 with 1 Knob 012R.png,108,165,282,243
3794 Plate 1X2 with 1 Knob 259R.png,137,142,248,266
3794 Plate 1X2 with 1 Knob 081R.png,106,121,297,270
3794 Plate 1X2 with 1 Knob 336L.png,127,124,287,289
3794 Plate 1X2 with 1 Knob 226L.png,114,130,298,254
3794 Plate 1X2 with 1 Knob 227L.png,115,146,273,245
3794 Plate 1X2 with 1 Knob 216L.png,127,97,276,294
3794 Plate 1X2 with 1 Knob 223L.png,100,137,298,249
3794 Plate 1X2 with 1 Knob 025L.png,106,130,290,257
3794 Plate 1X2 with 1 Knob 108L.png,127,124,266,265
3794 Plate 1X2 with 1 Knob 228L.png,116,134,273,261
3794 Plate 1X2 with 1 Knob 029L.png,125,137,256,276
3794 Plate 1X2 with 1 Knob 057R.png,145,139,267,247
3794 Plate 1X2 with 1 Knob 203R.png,110,144,290,244
3794 Plate 1X2 with 1 Knob 145L.png,123,151,290,265
3794 Plate 1X2 with 1 Knob 087R.png,109,157,292,233
3794 Plate 1X2 with 1 Knob 054R.png,127,157,268,235
3794 Plate 1X2 with 1 Knob 153L.png,142,115,243,284
3794 Plate 1X2 with 1 Knob 192L.png,110,109,302,275
3794 Plate 1X2 with 1 Knob 155R.png,115,156,292,262
3794 Plate 1X2 with 1 Knob 349L.png,107,151,294,233
3794 Plate 1X2 with 1 Knob 304R.png,165,107,251,293
3794 Plate 1X2 with 1 Knob 048L.png,127,110,255,301
3794 Plate 1X2 with 1 Knob 151L.png,130,112,278,273
